uname,date,time,lat,long,altitude,velocity,ax,ay,az,gx,gy,gz
bunny,7/9/2021,11:00:51,36.06022449025641,120.93965270954415,38.83242982,0.082722,0.6,4.3,8.2,0.1,0,-0.3
bunny,7/9/2021,11:00:52,36.060220561965814,120.9396568074074,38.82912377,0.0705169,0.8,4.2,8.5,0.2,-0.2,-0.1
bunny,7/9/2021,11:00:53,36.060220561965814,120.9396568074074,38.82912377,0.0705169,0.6,4.1,8.8,0,0,0
bunny,7/9/2021,11:01:27,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-0.3,4.3,8.4,0.1,0,-0.2
bunny,7/9/2021,11:01:28,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-1.6,5.5,7.7,0.8,0.2,-0.6
bunny,7/9/2021,11:01:29,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-1.4,4.7,8.7,-0.1,0,0
bunny,7/9/2021,11:01:30,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-2.1,4.1,7.1,-0.1,0.1,0
bunny,7/9/2021,11:01:31,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-1.6,4.5,8.6,0,0,0
bunny,7/9/2021,11:01:32,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-1.7,4.4,8.4,0,0,0
bunny,7/9/2021,11:01:33,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-1.7,4.5,8.4,0,0,0
bunny,7/9/2021,11:01:34,36.060220561965814,120.9396568074074,38.82912377,0.0705169,-1.7,4.3,8.5,0,0,0
bunny,7/9/2021,11:01:35,36.06021232213675,120.93968110868944,38.92703349,0,-1.7,4.4,8.4,0,0,0
bunny,7/9/2021,11:01:36,36.06021232213675,120.93968110868944,38.92703349,0,-1.8,4.4,8.4,0,0,0
bunny,7/9/2021,11:01:37,36.06021232213675,120.93968110868944,38.92703349,0,-2.7,2.9,8.7,-0.6,0.5,-0.3
bunny,7/9/2021,11:01:38,36.06021232213675,120.93968110868944,38.92703349,0,-2.7,3,8.8,0,0,0
bunny,7/9/2021,11:01:39,36.06021232213675,120.93968110868944,38.92703349,0,-2.6,3.1,8.9,0,0,0
bunny,7/9/2021,11:01:40,36.06021232213675,120.93968110868944,38.92703349,0,-2.5,3.2,8.7,0,0,0
bunny,7/9/2021,11:01:41,36.06021232213675,120.93968110868944,38.92703349,0,-2.6,3.1,8.8,0,0,0
